Course Code,Description,Start Date,End Date,Start Time,End Time,Day of Week,Hours,Weeks,Total Hours,Programme Area,Study Location,Address,Postcode,Latitude,Longitude,Level,Venue,Full Fee,Early Enrolment Fee,Year,Month
EN00038,Makeup: Mother & Daughter ,26/06/2020,26/06/2020,10:00:00,12:03:00,,,1,2.5,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Workshop,Heath (CAL),19.5,15.6,2020,June
GROUP F,Entry Level Functional Skills - English GROUP F (LD),24/02/2020,13/07/2020,13:00:00,15:03:00,,,18,45,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),,,2020,February
IT00013,Introduction to iPad,01/07/2020,11/02/2020,10:00:00,12:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),45.6,36.48,2020,July
IT00015,Introduction to Android Tablets,25/02/2020,31/03/2020,10:00:00,12:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),45.6,36.48,2020,February
IT00017,Using Word & Excel,01/08/2020,12/02/2020,13:00:00,15:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),57,45.6,2020,August
IT00018,Using Computers for Job Search and Universal Skills,01/10/2020,14/02/2020,10:00:00,12:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),57,45.6,2020,October
IT00019,Step Up to Using IT,01/09/2020,02/04/2020,18:00:00,20:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),91.2,72.96,2020,September
IT00020,Using Word & Excel,26/02/2020,01/04/2020,13:00:00,15:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),72,57.6,2020,February
IT00021,Improvers- Computing,01/07/2020,31/03/2020,13:03:00,15:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),115.2,92.16,2020,July
IT00022,Using Computers for Job Search and Universal Skills,30/04/2020,11/06/2020,10:00:00,12:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),57,45.6,2020,April
IT00023,Beginners- Computing,21/04/2020,14/07/2020,10:00:00,12:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),91.2,72.96,2020,April
IT00026,Excel - Spreadsheet Software L1 ,21/04/2020,14/07/2020,13:00:00,15:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L1,Heath (CAL),75,60,2020,April
IT00027,Word Processing L1,22/04/2020,15/07/2020,12:03:00,15:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L1,Heath (CAL),75,60,2020,April
LD00021,Intro to Digital Photography,01/06/2020,10/02/2020,13:00:00,15:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),25,20,2020,June
LD00022,PowerPoint Presentations,24/02/2020,30/03/2020,13:00:00,15:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),25,20,2020,February
LD00023,"Healthy Lives, Healthy Minds ",01/06/2020,10/02/2020,10:00:00,12:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),25,20,2020,June
LD00024,Manga Illustration,01/07/2020,11/02/2020,10:00:00,12:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),65,52,2020,July
LD00025,Noisy Art,01/09/2020,13/02/2020,13:03:00,16:00:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),65,52,2020,September
LD00026,Computing - Beginners,01/06/2020,30/03/2020,10:00:00,12:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),75,60,2020,June
LD00027,LD - English,01/08/2020,01/04/2020,10:00:00,12:00:00,,,12,24,,,"Halifax Riad, Brighouse",HD6 2AF,53.70397,-1.78604,LD,Brighouse library,,,2020,August
LD00028,LD - Maths,01/08/2020,01/04/2020,13:00:00,15:00:00,,,12,24,,,"Halifax Riad, Brighouse",HD6 2AF,53.70397,-1.78604,LD,Brighouse library,,,2020,August
LD00029,LD - English,01/09/2020,02/04/2020,13:03:00,15:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),,,2020,September
LD00030,Art - Five Day Offer,01/06/2020,30/03/2020,13:03:00,16:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,June
LD00031,Upcycled Wall Art,01/08/2020,01/04/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,August
LD00032,Clay Sculpting and Plaster Casting,01/08/2020,01/04/2020,13:03:00,16:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,August
LD00033,Drama,01/08/2020,01/04/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),84,67.2,2020,August
LD00034,Famous Artists & their Paintings,01/09/2020,02/04/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,September
LD00035,Healthy Approach to Baking,01/07/2020,31/03/2020,09:03:00,12:03:00,,,12,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,July
LD00036,Healthy Approach to Cooking  ,01/07/2020,31/03/2020,13:03:00,15:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,July
LD00037,Healthy Winter Cooking,01/08/2020,01/04/2020,14:03:00,17:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,August
LD00038,Healthy Approach to Cooking & Eating,01/09/2020,02/04/2020,09:03:00,12:03:00,,,12,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,September
LD00039,Learn to Draw and Sketch,21/04/2020,02/06/2020,10:00:00,12:03:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),65,52,2020,April
LD00040,Instrument Making,23/04/2020,04/06/2020,13:03:00,16:00:00,,,6,15,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),65,52,2020,April
LD00041,Computing - Improvers,20/04/2020,29/06/2020,10:00:00,12:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),50,40,2020,April
LD00042,Coding Using Scratch -Beginners,20/04/2020,29/06/2020,13:00:00,15:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),50,40,2020,April
LD00043,LD - English,22/04/2020,01/07/2020,10:00:00,12:00:00,,,12,24,,,"Halifax Riad, Brighouse",HD6 2AF,53.70397,-1.78604,LD,Brighouse library,,,2020,April
LD00044,LD - Maths,22/04/2020,01/07/2020,13:00:00,15:00:00,,,12,24,,,"Halifax Riad, Brighouse",HD6 2AF,53.70397,-1.78604,LD,Brighouse library,,,2020,April
LD00045,LD - English,23/04/2020,16/07/2020,13:03:00,15:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),,,2020,April
LD00046,"Healthy Lives, Healthy Minds ",20/04/2020,01/06/2020,10:00:00,12:00:00,,,6,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),25,20,2020,April
LD00047,Art - Five Day Offer,20/04/2020,13/07/2020,13:03:00,16:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00048,Healthy Approach to Cooking  ,21/04/2020,14/07/2020,13:03:00,15:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00049,Upcycling Art and Sculpture,22/04/2020,15/07/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00050,Puppet Making Workshop,22/04/2020,15/07/2020,13:03:00,16:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00051,Drama,22/04/2020,15/07/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),84,67.2,2020,April
LD00052,Famous Artists & their Paintings,23/04/2020,16/07/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00053,Healthy Approach to Baking,21/04/2020,14/07/2020,09:03:00,12:03:00,,,12,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00054,Healthy Approach to Cooking & Eating,23/04/2020,16/07/2020,09:03:00,12:03:00,,,12,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00055,Textiles,01/10/2020,03/04/2020,10:00:00,12:03:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,October
LD00056,Therapeutic Art,01/10/2020,03/04/2020,13:03:00,16:00:00,,,12,30,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,October
LD00057,Visual Storytelling,24/04/2020,10/07/2020,10:00:00,12:03:00,,,10,25,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
LD00058,Therapeutic Art,24/04/2020,10/07/2020,13:03:00,16:00:00,,,10,25,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,LD,Heath (CAL),97.5,78,2020,April
ML00003,Italian - Beginners,17/09/2019,04/02/2020,10:00:00,12:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),136.8,109.44,2019,September
ML00004,Italian - Beginners,17/09/2019,04/02/2020,13:00:00,15:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),136.8,109.44,2019,September
ML00005,Italian - Improvers,16/09/2019,03/02/2020,10:00:00,12:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),172.8,138.24,2019,September
ML00006,Italian - Advanced,19/09/2019,06/02/2020,10:00:00,12:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),208.8,167.04,2019,September
ML00016,Spanish ,01/07/2020,31/03/2020,18:03:00,20:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),139.2,111.36,2020,July
ML00017,Spanish ,01/08/2020,01/04/2020,10:00:00,12:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),139.2,111.36,2020,August
ML00018,Italian,24/02/2020,13/07/2020,10:00:00,12:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),208.8,167.04,2020,February
ML00019,Spanish ,01/06/2020,30/03/2020,13:00:00,15:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),91.2,72.96,2020,June
ML00020,Italian ,27/02/2020,16/07/2020,13:00:00,15:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),136.8,109.44,2020,February
ML00021,Spanish ,01/09/2020,02/04/2020,13:00:00,15:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),115.2,92.16,2020,September
ML00022,Spanish ,01/09/2020,02/04/2020,18:03:00,20:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),115.2,92.16,2020,September
ML00023,Italian ,25/02/2020,14/07/2020,10:00:00,12:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),172.8,138.24,2020,February
ML00024,Italian ,25/02/2020,14/07/2020,13:00:00,15:00:00,,,18,36,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),172.8,138.24,2020,February
ML00025,Spanish - Learning Group,01/07/2020,17/03/2020,13:00:00,15:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,July
ML00026,Spanish - Learning Group,01/08/2020,18/03/2020,13:00:00,15:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,August
ML00027,Latin - Learning Group,01/10/2020,20/03/2020,10:00:00,12:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,October
ML00028,Italian - Learning Group,27/02/2020,14/05/2020,10:00:00,12:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,February
ML00029,Italian ,13/02/2020,13/02/2020,10:00:00,12:00:00,,,1,2,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Taster,Heath (CAL),7.6,0,2020,February
ML00030,Italian ,17/02/2020,17/02/2020,10:00:00,12:00:00,,,1,2,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Taster,Heath (CAL),7.6,0,2020,February
ML00031,Spanish ,23/04/2020,16/07/2020,13:00:00,15:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),139.2,111.36,2020,April
ML00032,Spanish ,23/04/2020,16/07/2020,18:03:00,20:03:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Advanced,Heath (CAL),139.2,111.36,2020,April
ML00033,Summer Spanish,22/04/2020,03/06/2020,18:03:00,20:03:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Beginners,Heath (CAL),45.6,36.48,2020,April
ML00034,Spanish ,20/04/2020,13/07/2020,13:00:00,15:00:00,,,12,24,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Improvers,Heath (CAL),115.2,92.16,2020,April
ML00035,Italian ,21/05/2020,02/07/2020,10:00:00,12:00:00,,,6,12,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),102,81.6,2020,May
ML00036,Spanish - Learning Group,21/04/2020,30/06/2020,18:03:00,20:03:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,April
ML00037,Spanish - Learning Group,21/04/2020,30/06/2020,13:00:00,15:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,April
ML00038,Spanish - Learning Group,22/04/2020,01/07/2020,10:00:00,12:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,April
ML00039,Spanish - Learning Group,22/04/2020,01/07/2020,13:00:00,15:00:00,,,10,20,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,Specialised,Heath (CAL),170,136,2020,April
SE00004,Working as a Door Supervisor within the Private Security Industry,20/04/2020,24/04/2020,09:00:00,17:00:00,,,1,40,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L2,Heath (CAL),300,0,2020,April
SE00005,Working as a Door Supervisor within the Private Security Industry,15/06/2020,19/06/2020,09:00:00,17:00:00,,,1,40,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L2,Heath (CAL),300,0,2020,June
WP00020,Dyslexia Awareness,28/02/2020,06/03/2020,09:03:00,15:00:00,,,2,10,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L1,Heath (CAL),28,0,2020,February
WP00021,Emergency First Aid at Work,29/02/2020,29/02/2020,09:00:00,16:03:00,,,1,7,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),42,0,2020,February
WP00022,Paediatric First Aid,25/01/2020,01/02/2020,09:00:00,16:03:00,,,2,14,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),65,0,2020,January
WP00023,First Aid at Work,15/01/2020,17/01/2020,09:00:00,16:03:00,,,1,21,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),100,0,2020,January
WP00024,Food Safety,13/05/2020,20/05/2020,09:03:00,15:00:00,,,2,10,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L2,Heath (CAL),65,0,2020,May
WP00025,Food Safety,06/03/2020,10/06/2020,09:03:00,15:00:00,,,2,10,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L2,Heath (CAL),65,0,2020,March
WP00026,Emergency First Aid at Work,13/06/2020,13/06/2020,09:00:00,16:03:00,,,1,7,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),42,0,2020,June
WP00027,First Aid at Work Refresher (Re-qualification),23/07/2020,24/07/2020,09:00:00,16:03:00,,,1,14,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),65,0,2020,July
WP00028,Paediatric First Aid,16/05/2020,23/05/2020,09:00:00,16:03:00,,,2,14,,,"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,L3,Heath (CAL),65,0,2020,May
